store,addr,prov,area,div
포항법원앞DT점,경상북도 포항시 북구 신덕로 257  ,경북,포항시 북구,경북 포항시 북구
포항철강단지SK점,경상북도 포항시 남구 대송로 290  ,경북,포항시 남구,경북 포항시 남구
하계점,서울특별시 노원구 노원로 236  ,서울,노원구,서울 노원구
하남미사점,경기도 하남시 미사강변대로 48  ,경기,하남시,경기 하남시
하남시청점,경기도 하남시 대청로 26  ,경기,하남시,경기 하남시
하남이마트점,경기도 하남시 덕풍서로 70  ,경기,하남시,경기 하남시
한동대점,경상북도 포항시 북구 흥해읍 한동로 558  ,경북,포항시 북구,경북 포항시 북구
해운대비치점,부산광역시 해운대구 구남로 27  ,부산,해운대구,부산 해운대구
해운대신도시1점,부산광역시 해운대구 좌동순환로 310  ,부산,해운대구,부산 해운대구
해운대우동점,부산광역시 해운대구 해운대로452번길 16  ,부산,해운대구,부산 해운대구
혜화역점,서울특별시 종로구 동숭길 148  ,서울,종로구,서울 종로구
호남대점,광주광역시 광산구 어등대로 418-1  ,광주,광산구,광주 광산구
홍제역점,서울특별시 서대문구 통일로 464  ,서울,서대문구,서울 서대문구
화곡역점,서울특별시 강서구 화곡로 146  ,서울,강서구,서울 강서구
화랑대역점,서울특별시 노원구 노원로 3  ,서울,노원구,서울 노원구
화성능동FS점,경기도 화성시 동탄지성로 190  ,경기,화성시,경기 화성시
화성병점점,경기도 화성시 효행로 1032  ,경기,화성시,경기 화성시
화성봉담2지구점,경기도 화성시 봉담읍 상리중심상가길 28-18  ,경기,화성시,경기 화성시
화성봉담점,경기도 화성시 봉담읍 와우로 80  ,경기,화성시,경기 화성시
화성시청점,경기도 화성시 남양읍 시청로 113  ,경기,화성시,경기 화성시
화성안녕DT점,경기도 화성시 효행로 618  ,경기,화성시,경기 화성시
화성향남DT점,경기도 화성시 향남읍 상신하길로 388  ,경기,화성시,경기 화성시
회현역점,서울특별시 중구 퇴계로 52  ,서울,중구,서울 중구
고양삼송점,경기도 고양시 권율대로 907  ,경기,고양시 덕양구,경기 고양시 덕양구
부천북부역점,경기도 부천시 부천로 25  ,경기,부천시 원미구,경기 부천시 원미구
부천옥길점,경기도 부천시 옥길로 118  ,경기,부천시 소사구,경기 부천시 소사구
부천중동점,경기도 부천시 신흥로 163  ,경기,부천시 원미구,경기 부천시 원미구
송내역점,경기도 부천시 부일로 203  ,경기,부천시 원미구,경기 부천시 원미구
오창호수공원점,충청북도 청원군 오창읍 중심상업로 31-18  ,충북,청주시 청원구,충북 청주시 청원구
