store,addr,prov,area,div
종로5가,서울특별시 종로구 종로 213-1,서울,종로구,서울 종로구
종암,서울 성북구 종암로 110 ,서울,성북구,서울 성북구
중계은행사거리,서울특별시 노원구 한글비석로 269,서울,노원구,서울 노원구
중곡역,서울시 광진구 중곡동 30-80,서울,광진구,서울 광진구
중랑역,서울특별시 중랑구 망우로 203,서울,중랑구,서울 중랑구
중앙대,서울특별시 동작구 흑석로 79,서울,동작구,서울 동작구
증미역,서울 강서구 양천로 570,서울,강서구,서울 강서구
창동역,서울 도봉구 마들로13길 61,서울,도봉구,서울 도봉구
천호,서울특별시 강동구 올림픽로 664,서울,강동구,서울 강동구
천호역,서울 강동구 천호대로 1012 ,서울,강동구,서울 강동구
청량리역사,서울특별시 동대문구 왕산로 214,서울,동대문구,서울 동대문구
충무로,서울 중구 퇴계로 197,서울,중구,서울 중구
충정로,서울특별시 서대문구 충정로 23,서울,서대문구,서울 서대문구
테헤란로,서울특별시 강남구 테헤란로 314,서울,강남구,서울 강남구
포이사거리,서울특별시 강남구 논현로 84,서울,강남구,서울 강남구
학동역,서울 강남구 학동로 171,서울,강남구,서울 강남구
한남,서울특별시 용산구 대사관로 63,서울,용산구,서울 용산구
한성대,서울특별시 성북구 동소문로 10,서울,성북구,서울 성북구
한양대,서울특별시 성동구 마조로11,서울,성동구,서울 성동구
합정역메세나폴리스,서울특별시 마포구 양화로 45,서울,마포구,서울 마포구
홍대아트,서울특별시 마포구 와우산로 117,서울,마포구,서울 마포구
홍익대,서울특별시 마포구 홍익로 3,서울,마포구,서울 마포구
홍제,서울특별시 서대문구 통일로 432-1,서울,서대문구,서울 서대문구
화곡역,서울특별시 강서구 강서로 159-1,서울,강서구,서울 강서구
회현,서울특별시 중구 소공로 35 ,서울,중구,서울 중구
성남단대오거리역,경기도 성남시 중원구 산성대로372번길 10,경기,성남시 중원구,경기 성남시 중원구
성남모란역,경기 성남시 중원구 성남대로 1156,경기,성남시 중원구,경기 성남시 중원구
성남시청,경기도 성남시 중원구 성남대로997번길 51-20,경기,성남시 중원구,경기 성남시 중원구
성남위례,경기도 성남시 수정구 위례광장로 104,경기,성남시 수정구,경기 성남시 수정구
성남태평,경기도 성남시 수정구 수정로 179,경기,성남시 수정구,경기 성남시 수정구
울산성남,울산광역시 중구 시계탑거리 17,울산,중구,울산 중구
세종산울,세종특별자치시 산울7로 11,세종,세종시,세종 세종시
세종새롬,세종특별자치시 새롬중앙로 62-15,세종,세종시,세종 세종시
세종시청,세종특별자치시 한누리대로 2144,세종,세종시,세종 세종시
세종아름,세종특별자치시 아름서1길 13-9,세종,세종시,세종 세종시
세종어진,세종특별자치시 한누리대로 492,세종,세종시,세종 세종시
광교경기대후문,경기도 수원시 영통구 대학로 34,경기,수원시 영통구,경기 수원시 영통구
광교엘포트,경기도 수원시 영통구 광교중앙로 145,경기,수원시 영통구,경기 수원시 영통구
광교중앙,경기도 수원시 영통구 센트럴타운로 107,경기,수원시 영통구,경기 수원시 영통구
수원경희대,경기도 수원시 영통구 덕영대로 1707,경기,수원시 영통구,경기 수원시 영통구
수원능실,경기 수원시 권선구 호매실로104번길 24-43,경기,수원시 권선구,경기 수원시 권선구
수원로데오,경기 수원시 팔달구 매산로 7,경기,수원시 팔달구,경기 수원시 팔달구
수원망포역,경기도 수원시 영통구 영통로 195,경기,수원시 영통구,경기 수원시 영통구
수원성균관대,경기도 수원시 장안구 서부로 2066,경기,수원시 장안구,경기 수원시 장안구
수원아주대,경기도 수원시 팔달구 아주로 49-1,경기,수원시 팔달구,경기 수원시 팔달구
수원역사,경기도 수원시 팔달구 덕영대로924,경기,수원시 팔달구,경기 수원시 팔달구
수원영통,경기 수원시 영통구 봉영로 1617 ,경기,수원시 영통구,경기 수원시 영통구
수원영통구청,경기도 수원시 영통구 효원로 383,경기,수원시 영통구,경기 수원시 영통구
수원인계,경기도 수원시 팔달구 권광로 204,경기,수원시 팔달구,경기 수원시 팔달구
수원장안구청,경기도 수원시 장안구 경수대로 927,경기,수원시 장안구,경기 수원시 장안구
수원정자,경기 수원시 장안구 정자천로 173번길 11-7,경기,수원시 장안구,경기 수원시 장안구
수원천천,경기도 수원시 장안구 만석로19번길 11-2,경기,수원시 장안구,경기 수원시 장안구
수원호매실,경기도 수원시 권선구 금곡로 204,경기,수원시 권선구,경기 수원시 권선구
순천신대,전라남도 순천시 해룡면 향매로 79,전남,순천시,전남 순천시
순천조례,전남 순천시 봉화2길 1,전남,순천시,전남 순천시
시흥능곡역,경기 시흥시 능곡번영길 26,경기,시흥시,경기 시흥시
시흥대야,경기도 시흥시 비둘기공원로 21,경기,시흥시,경기 시흥시
시흥배곧신도시,경기도 시흥시 배곧3로 96,경기,시흥시,경기 시흥시
시흥은계,경기도 시흥시 은계번영길 21,경기,시흥시,경기 시흥시
시흥정왕,경기도 시흥시 중심상가로 195,경기,시흥시,경기 시흥시
아산배방,충청남도 아산시 배방읍 모산로 123,충남,아산시,충남 아산시
아산온양,충청남도 아산시 온궁로 24-2,충남,아산시,충남 아산시
아산탕정,충청남도 아산시 탕정면 한들물빛도시로 88,충남,아산시,충남 아산시
아산터미널,충청남도 아산시 번영로224번길 4,충남,아산시,충남 아산시
안산고잔,경기도 안산시 단원구 광덕대로 151,경기,안산시 단원구,경기 안산시 단원구
안산중앙,경기도 안산시 단원구 예술대학로 17,경기,안산시 단원구,경기 안산시 단원구
안산한대역,경기도 안산시 상록구 광덕1로 385,경기,안산시 상록구,경기 안산시 상록구
안산한양대,경기도 안산시 상록구 한양대학로 60,경기,안산시 상록구,경기 안산시 상록구
안성공도,경기도 안성시 공도읍 공도로 93,경기,안성시,경기 안성시
안성중앙,경기도 안성시 중앙로 401,경기,안성시,경기 안성시
천안성정,충청남도 천안시 서북구 쌍용대로 317,충남,천안시 서북구,충남 천안시 서북구
안양1번가,경기도 안양시 만안구 만안로223번길 7,경기,안양시 만안구,경기 안양시 만안구
안양범계,경기도 안양시 동안구 시민대로 167,경기,안양시 동안구,경기 안양시 동안구
안양인덕원역,경기도 안양시 동안구 관악대로 486,경기,안양시 동안구,경기 안양시 동안구
안양평촌스마트스퀘어,경기도 안양시 동안구 시민대로327번길 6,경기,안양시 동안구,경기 안양시 동안구
안양평촌역,경기 안양시 동안구 관평로170번길 43,경기,안양시 동안구,경기 안양시 동안구
안양평촌학원가,경기도 안양시 동안구 평촌대로 119,경기,안양시 동안구,경기 안양시 동안구
의왕포일,경기도 의왕시 안양판교로 101,경기,의왕시,경기 의왕시
안동옥동,경북 안동시 경북대로 395,경북,안동시,경북 안동시
인천계산역,인천광역시 계양구 경명대로 1055,인천,계양구,인천 계양구
인천계양구청,인천광역시 계양구 계산새로 85,인천,계양구,인천 계양구
인천작전,인천광역시 계양구 계양대로 38,인천,계양구,인천 계양구
양산덕계메가마트,경남 양산시 덕계로 62,경남,양산시,경남 양산시
양산증산,경상남도 양산시 물금읍 야리1길 17,경남,양산시,경남 양산시
양주덕계,경기 양주시 회천중앙로 240,경기,양주시,경기 양주시
양주옥정,경기도 양주시 옥정로 214,경기,양주시,경기 양주시
여수여서,전라남도 여수시 여서동1길 38,전남,여수시,전남 여수시
여수학동,전남 여수시 망마로 25,전남,여수시,전남 여수시
영주가흥,경상북도 영주시 가흥동 1639,경북,영주시,경북 영주시
영천,경상북도 영천시 동부로 52 ,경북,영천시,경북 영천시
경북도청,경북 예천군 호명면 새움3로 46,경북,예천군,경북 예천군
오산대역,경기도 오산시 내삼미로 89,경기,오산시,경기 오산시
광교상현역,경기도 용인시 수지구 광교중앙로 305,경기,용인시 수지구,경기 용인시 수지구
수지롯데몰,경기 용인시 수지구 성복2로 38,경기,용인시 수지구,경기 용인시 수지구
용인기흥구청,경기도 용인시 기흥구 구갈로 71-18,경기,용인시 기흥구,경기 용인시 기흥구
용인기흥롯데프리미엄아울렛,경기도 용인시 기흥구 신고매로 124,경기,용인시 기흥구,경기 용인시 기흥구
용인동백,경기도 용인시 기흥구 동백중앙로 283,경기,용인시 기흥구,경기 용인시 기흥구
용인동천,경기도 용인시 수지구 신수로 767,경기,용인시 수지구,경기 용인시 수지구
용인수지,경기도 용인시 수지구 풍덕천로 122,경기,용인시 수지구,경기 용인시 수지구
용인죽전,경기도 용인시 기흥구 죽전로 20,경기,용인시 기흥구,경기 용인시 기흥구
용인처인,경기도 용인시 처인구 명지로 17,경기,용인시 처인구,경기 용인시 처인구
용인흥덕,경기 용인시 기흥구 흥덕2로87번길 18,경기,용인시 기흥구,경기 용인시 기흥구
울산구영,울산광역시 울주군 범서읍 구영로 108,울산,울주군,울산 울주군
울산달동,울산 남구 삼산로 74,울산,남구,울산 남구
울산덕신,울산광역시 울주군 온산읍 덕신로 261,울산,울주군,울산 울주군
울산무거,울산광역시 남구 대학로 108,울산,남구,울산 남구
울산병영,울산광역시 중구 번영로 567,울산,중구,울산 중구
울산삼산,울산광역시 남구 삼산로 267번길 6-15,울산,남구,울산 남구
울산송정,울산광역시 북구 화산로 115,울산,북구,울산 북구
울산야음,울산 남구 수암로 138,울산,남구,울산 남구
울산언양,울산광역시 울주군 언양읍 읍성로 38,울산,울주군,울산 울주군
울산옥동,울산광역시 남구 문수로 332,울산,남구,울산 남구
울산유곡,울산광역시 중구 종가3길 23,울산,중구,울산 중구
울산일산,울산광역시 동구 방어진순환도로 662,울산,동구,울산 동구
울산진장,울산광역시 북구 진장17길 10,울산,북구,울산 북구
경북울진,경상북도 울진군 울진읍 연호로24,경북,울진군,경북 울진군
원주무실,강원도 원주시 능라동길 61,강원,원주시,강원 원주시
원주혁신도시,강원특별자치도 원주시 입춘로 110,강원,원주시,강원 원주시
충북음성혁신도시,충청북도 음성군 맹동면 대하2가길 11,충북,음성군,충북 음성군
의정부금오,경기도 의정부시 청사로 41,경기,의정부시,경기 의정부시
의정부민락,경기도 의정부시 오목로 225번길 162,경기,의정부시,경기 의정부시
의정부역,경기도 의정부시 신흥로 257번길 6,경기,의정부시,경기 의정부시
의정부용현,경기도 의정부시 충의로 83,경기,의정부시,경기 의정부시
이천창전,경기도 이천시 영창로 215,경기,이천시,경기 이천시
이천하이닉스,경기도 이천시 부발읍 경충대로 2096-4,경기,이천시,경기 이천시
익산모현,전북특별자치도 익산시 선화로77,전북,익산시,전북 익산시
익산영등,전북특별자치도 익산시 무왕로 1074,전북,익산시,전북 익산시
익산원광대,전북특별자치도 익산시 동서로19길 99,전북,익산시,전북 익산시
인천가정중앙,인천광역시 서구 가정로 388,인천,서구,인천 서구
인천갈산,인천시 부평구 주부토로 236,인천,부평구,인천 부평구
인천검단사거리,인천시 서구 완정로 159,인천,서구,인천 서구
인천검단신도시,인천 서구 이음5로 36,인천,서구,인천 서구
인천구월동로데오,인천광역시 남동구 예술로 140번길 33 ,인천,남동구,인천 남동구
인천길병원,인천광역시 남동구 구월남로 153,인천,남동구,인천 남동구
인천논현,인천광역시 남동구 청능대로 583,인천,남동구,인천 남동구
인천동암,인천광역시 부평구 열우물로 45,인천,부평구,인천 부평구
인천모래내시장역,인천광역시 남동구 호구포로 818,인천,남동구,인천 남동구
인천부평시장역,인천 부평구 부흥로 264,인천,부평구,인천 부평구
인천부평중앙,인천광역시 부평구 부평문화로 63,인천,부평구,인천 부평구
인천산곡역,인천시 부평구 길주로 364번길 9,인천,부평구,인천 부평구
인천삼산,인천광역시 부평구 체육관로 24,인천,부평구,인천 부평구
인천서구청,인천광역시 서구 탁옥로 50,인천,서구,인천 서구
인천서창,인천시 남동구 서창남로41,인천,남동구,인천 남동구
인천성모병원,인천광역시 부평구 동수로 49,인천,부평구,인천 부평구
인천송도,인천광역시 연수구 신송로 122,인천,연수구,인천 연수구
인천송도센트럴파크,인천광역시 연수구 센트럴로 194,인천,연수구,인천 연수구
인천송도지웰푸르지오시티,인천 연수구 하모니로 144,인천,연수구,인천 연수구
인천송도트리플스트리트,인천 연수구 송도과학로16번길 33-3,인천,연수구,인천 연수구
인천신포,인천 중구 우현로35번길 26,인천,중구,인천 중구
인천연수,인천광역시 연수구 먼우금로 194,인천,연수구,인천 연수구
인천완정역,인천광역시 서구 서곶로 837,인천,서구,인천 서구
인천운서메가스타,인천광역시 중구 신도시남로142번길 6,인천,중구,인천 중구
인천인하대,인천광역시 미추홀구 인하로 100,인천,미추홀구,인천 미추홀구
인천주안역,인천광역시 미추홀구 주안로 89,인천,미추홀구,인천 미추홀구
인천청라,인천광역시 서구 청라라임로 65,인천,서구,인천 서구
전북전주혁신,전북특별자치도 전주시 덕진구 안전로148,전북,전주시 덕진구,전북 전주시 덕진구
전주객사,전북특별자치도 전주시 완산구 팔달로 191-3,전북,전주시 완산구,전북 전주시 완산구
전주송천DT,전북특별자치도 전주시 덕진구 동부대로 1004,전북,전주시 덕진구,전북 전주시 덕진구
전주아중,전북특별자치도 전주시 덕진구 건산로 226,전북,전주시 덕진구,전북 전주시 덕진구
전주전북대,전북특별자치도 전주시 덕진구 명륜4길12,전북,전주시 덕진구,전북 전주시 덕진구
전주전북도청,전북특별자치도 전주시 완산구 홍산중앙로 22,전북,전주시 완산구,전북 전주시 완산구
전주평화,전북특별자치도 전주시 완산구 모악로 4762,전북,전주시 완산구,전북 전주시 완산구
제주공항,제주특별자치도 제주시 월성로4길 80,제주,제주시,제주 제주시
제주노형,제주특별자치도 제주시 1100로 3347 ,제주,제주시,제주 제주시
제주대,제주특별자치도 제주시 제주대학로 113,제주,제주시,제주 제주시
제주시청,제주특별자치도 제주시 중앙로  252,제주,제주시,제주 제주시
제주연동신시가지,제주특별자치도 제주시 국기로 1길 2,제주,제주시,제주 제주시
제주외도,제주특별자치도 제주시 일주서로 7306,제주,제주시,제주 제주시
제천청전,충북 제천시 의림대로 223,충북,제천시,충북 제천시
경남진주혁신,경상남도 진주시 충의로 20-4,경남,진주시,경남 진주시
진주경상대,경상남도 진주시 진주대로 548,경남,진주시,경남 진주시
진주경상대칠암캠퍼스,경남 진주시 동진로 30,경남,진주시,경남 진주시
진주중안,경상남도 진주시 진양호로 525,경남,진주시,경남 진주시
진주초전,경상남도 진주시 초전북로51번길 34,경남,진주시,경남 진주시
진주평거탑마트,경상남도 진주시 새평거로 136,경남,진주시,경남 진주시
진해석동,경상남도 창원시 진해구 냉천로 62,경남,창원시 진해구,경남 창원시 진해구
창원감계,경상남도 창원시 의창구 북면 감계리 234-5,경남,창원시 의창구,경남 창원시 의창구
창원대동백화점,경남 창원시 성산구 동산로 115,경남,창원시 성산구,경남 창원시 성산구
창원대방,경상남도 창원시 성산구 가양로 124번길 5-5,경남,창원시 성산구,경남 창원시 성산구
창원리베라,경상남도 창원시 성산구 중앙대로100번길 9,경남,창원시 성산구,경남 창원시 성산구
창원용지호수,경남 창원시 성산구 용지로169번길 3,경남,창원시 성산구,경남 창원시 성산구
창원유니시티,경상남도 창원시 의창구 중동중앙로 47,경남,창원시 의창구,경남 창원시 의창구
창원중앙역,경남 창원시 의창구 용동로 85,경남,창원시 의창구,경남 창원시 의창구
창원파티마병원,경상남도 창원시 의창구 창이대로 45,경남,창원시 의창구,경남 창원시 의창구
천안두정,충남 천안시 서북구 두정로 178,충남,천안시 서북구,충남 천안시 서북구
천안백석,충남 천안시 서북구 동서대로 47,충남,천안시 서북구,충남 천안시 서북구
천안신방,충청남도 천안시 동남구 통정5로 63,충남,천안시 동남구,충남 천안시 동남구
천안신부,충청남도 천안시 동남구 만남로 13,충남,천안시 동남구,충남 천안시 동남구
천안신불당,충청남도 천안시 서북구 불당21로 65,충남,천안시 서북구,충남 천안시 서북구
천안쌍용,충청남도 천안시 서북구 월봉로 79,충남,천안시 서북구,충남 천안시 서북구
천안청수,충청남도 천안시 동남구 청수11로 16,충남,천안시 동남구,충남 천안시 동남구
천안충무로,충청남도 천안시 서북구 충무로 201,충남,천안시 서북구,충남 천안시 서북구
청주대,충청북도 청주시 청원구 대성로 301,충북,청주시 청원구,충북 청주시 청원구
청주분평,충북 청주시 서원구 1순환로 1130-1,충북,청주시 서원구,충북 청주시 서원구
청주오송,충북 청주시 흥덕구 오송읍 오송생명로 165,충북,청주시 흥덕구,충북 청주시 흥덕구
청주오창,충청북도 청주시 청원구 오창읍 중심상업로 30,충북,청주시 청원구,충북 청주시 청원구
청주충북대,충청북도 청주시 서원구 1순환로 676,충북,청주시 서원구,충북 청주시 서원구
춘천퇴계,강원특별자치도 춘천시 영서로 2195,강원,춘천시,강원 춘천시
칠곡왜관,경북 칠곡군 왜관읍 중앙로 198,경북,칠곡군,경북 칠곡군
통영무전,경상남도 통영시 원문로 27,경남,통영시,경남 통영시
통영이마트,경남 통영시 광도면 죽림4로 9,경남,통영시,경남 통영시
파주LGD,경기도 파주시 월롱면 엘지로 245,경기,파주시,경기 파주시
파주교하,경기도 파주시 청석로 256,경기,파주시,경기 파주시
파주금촌,경기 파주시 문화로 111,경기,파주시,경기 파주시
파주야당역,경기도 파주시 경의로 1080,경기,파주시,경기 파주시
파주운정산내,경기 파주시 교하로 75,경기,파주시,경기 파주시
파주운정역,경기도 파주시 경의로 1240번길 30,경기,파주시,경기 파주시
평택고덕,경기 평택시 고덕면 고덕여염9길 40,경기,평택시,경기 평택시
평택동삭,경기도 평택시 지제동삭2로 181-40,경기,평택시,경기 평택시
평택로데오,경기도 평택시 평택로32번길 21,경기,평택시,경기 평택시
평택비전,경기도 평택시 비전5로 15,경기,평택시,경기 평택시
평택송탄출장소,경기도 평택시 관광특구로 41,경기,평택시,경기 평택시
하남감일,경기도 하남시 감일백제로 181,경기,하남시,경기 하남시
하남미사역,경기도 하남시 미사강변동로 74,경기,하남시,경기 하남시
하남시청역,경기도 하남시 신평로 65,경기,하남시,경기 하남시
동탄나루,경기도 화성시 동탄솔빛로 48,경기,화성시,경기 화성시
동탄목동,경기 화성시 동탄신리천로 411,경기,화성시,경기 화성시
동탄역,경기도 화성시 동탄역로150,경기,화성시,경기 화성시
동탄하나로클럽,경기도 화성시 동탄순환대로27길 30,경기,화성시,경기 화성시
동탄하이페리온,경기도 화성시 동탄반석로 156,경기,화성시,경기 화성시
동탄호수공원,경기도 화성시 동탄대로 181,경기,화성시,경기 화성시
화성병점,경기도 화성시 효행로 1063,경기,화성시,경기 화성시
화성봉담,경기도 화성시 봉담읍 동화길 51,경기,화성시,경기 화성시
화성송산그린시티,경기도 화성시 수노을중앙로 130,경기,화성시,경기 화성시
화성신영통,경기 화성시 영통로 66,경기,화성시,경기 화성시
화성향남,경기도 화성시 향남읍 향남로 392,경기,화성시,경기 화성시
화순,전라남도 화순군 화순읍 중앙로 94,전남,화순군,전남 화순군
홍성,충남 홍성군 홍성읍 충서로 1669,충남,홍성군,충남 홍성군
홍성내포,충청남도 홍성군 홍북읍 청사로 158,충남,홍성군,충남 홍성군
부천상동,경기도 부천시 상동로 87,경기,부천시 원미구,경기 부천시 원미구
부천송내역,경기도 부천시 부일로 203,경기,부천시 원미구,경기 부천시 원미구
부천시청,경기도 부천시 석천로169번길 22,경기,부천시 원미구,경기 부천시 원미구
부천역,경기도 부천시 부일로 448,경기,부천시 원미구,경기 부천시 원미구
부천역곡역,경기도 부천시 부일로 725,경기,부천시 원미구,경기 부천시 원미구
부천옥길,경기도 부천시 양지로 205,경기,부천시 소사구,경기 부천시 소사구
부천원종,경기도 부천시 소사로 742,경기,부천시 오정구,경기 부천시 오정구
부천위브더스테이트,경기도 부천시 신흥로 170,경기,부천시 원미구,경기 부천시 원미구
부천중동,경기도 부천시 길주로 288,경기,부천시 원미구,경기 부천시 원미구
성남남위례역,경기도 성남시 위례광장로 21-13 ,경기,성남시 수정구,경기 성남시 수정구
포항남부DT,경상북도 포항시 새천년대로 526,경북,포항시 북구,경북 포항시 북구
포항두호,경북 포항시 두호로 33,경북,포항시 북구,경북 포항시 북구
